id,comment
00125-1,"Son resentidas sociales , ni se les puede llamar mujeres , buscan una superioridad jurídica , social y económica.... Cosa que ya tienen , el estado no tiene ni una sola regla que faboresca al hombre sobré la mujer"
126,porqye qutd eyrta nto idslakisl
127,*El baile mas asqueroso y repulsivo que he visto*
128,Que baile de m*rda jajajjaa
129,Hoye...hoye..hoye que dijeron nadie es violador aquí. les ordenó a todos los creadores de YouTube que borren esta canción ¡YA! SI NO LO HACEN LO ARE YO MISMO Y COMO PUES PORQUE SOY HACKER NO QUIEREN METERSE CONMIGO PUES ENTONCES BORREN EL VIDEO
00129-1,Oye* haré*
130,"Que ignorancia q presenta esta cancion sin evidencia, no tienen derecho alguno para decir a una persona violador, xq si ustedes hubieran matado a un hombre seria otra historia"
131,Yo amo el patriarcado acabo de terminar mi relation con mi novio Puertorriqueno que venia de mama sotera con hijos de diferentes hombres yo @user o de una familia donde mi papa fue el jefe de familia y nos protegia odio me traten como si fuera un macho
132,Asi que yo pido un macho no ser yo el macho
133,@usera ahora a casa a hacer la cena
134,Basura totalitaria.
135,la moda de la estupidez... Ridiculas...
136,Pues ojalá. Qie en verdad esto sirva. Así aunque te mates. Grites. Patalees. Nunca va a cambiar. Sino respetamos el medio ambiente. Los animalitos. Que ellos no tienen voz. El humano es el peor depredador. Unos contra otros. Los valores se han perdido. Aunque a tu hijo le enseñes lo mejor. Crecen. Y no sabes. Que pasara. El gobierno. Con sus leyes débiles. Y permitiendo todo. Legalmente. . Permite que se haga lo que quiera. Ahora muchas mujeres dejan a sus hijos abandonados. . Los golpean. Hasta los matan. Y ellas que son?? No siempre es el hombre el malo. . Las mujeres. Descuidan a sus hijos. Por estar en el chisme. O peleando. Muchas tienen hijos de varios. Skn cuidar el ejemplo. Toman delante de sus hijos entonces?? No se puede gritar al 100% una verdad a medias. Si exiges. También trabaja en ti.. día a día. Y tampoco desprecies a hombres que no te han hecho nada en tu vida seamos justas. . Hay hombres humillados por mujeres y hasta golpeados!! Desquitando tu furia contra ellos!! Seamos más cuidadosos. Y cuando tengas que denunciar.. HAZLO!! Y TAMBIEN no estes en una relación tóxica.Muchas siguen con relaciones malas. Pensando que cambiaran por amor. O por tus hijos. Nooo. A la primera has algo!! Antes se que sea demasiado tarde!! Tu tienes la solución h no culpes a nadie de las decisiones que no tomaste a tiempo!! Bendiciones a todas las buenas mujeres del mundo!!
137,Lo mejor de esto son los memes 😂
00137-1,La canción en general es un meme :v
138,Muchas risas y todo pero la marcha sirvió
00138-1,A dónde ??? Jajajaja
00138-2,"Por supuesto que sirvió , para memes :v"
139,"cuando tu y tus amigos reprueban

La excusa 0:54"
140,"Tengo una hija afectada por violencia de género y abuso,esto me parece la forma más estúpida e inútil para que algo cambie,os manifestais para cambiar todo eso, bailando y cantando!!, que pena..., no me ayuda ni sirve de nada ,sobre todo a mi hija y otras tantas mujeres,haced algo coherente..."
00140-1,"Así es...estoy de acuerdo. Como escribí en un comentario, aquí en la Ciudad de México han hecho muchas marchas, entorpeciendo el transporte, ofendiendo a los hombres que pasan, etc...y no logran absolutamente nada...mejor que se concentren en la educación, porque todos esos hombres violadores, golpeadores, abusivos...no fueron educados correctamente para respetar a las mujeres."
00140-2,"@user gracias por su valoración,ni educados ni castigados, al menos aquí en España que vuelven a lo mismo y a reincidir en 8 años de media, que tienen de condena"
00140-3,@user muy mal 😡
141,Jajajajajajaja
142,parecen que estan bailando thriller nada mas que estan descordinadas y son mas feas que pisar mierda de caballo descalzo
143,"y la culpa no era mia, ni donde estaba, ni como vestia me cage sin querer"
144,El feminismo no consiste en atacar a los hombres pendejitas ridículas.
00144-1,"Mas bien no trataba de eso , pero ésto no es el mismo feminismo con el que las primeras mujeres se levantaron , ésto es feminismo radical o feminismo moderno como quieras decirle , que busca la superioridad hacía el hombre que de hecho ya la tienen , si las leyes las favorecen en TODO pero quieren mas"
145,clave lo mogolicas que se ven
146,"Así es, el violador eres tú, no era mi culpa haber tomado ese maldito taxi y marcarás mi vida para siempre 😓l"
147,Nunca había visto una estupidez tan grande en mi vida.
148,Y mis WEBOS son pa ti....
149,"Yo creo que es la cancion más pelotuda que escuche en toda mi vida,se supone que tienen que dar un mensaje para todos (dijamos por todas las violaciones y asesinatos que hubo) en vez de que reflexionen se cagan de risa"
150,Si pagar por hacer el ridículo estarían cuatro generaciones con deudas
151,"y la droga no era mia, ni dónde estaba, ni como vendía, el comprador ERES TU! 🎼👏"
00151-01,JAJA MORÍ
00151-02,@user Jajajaj
00151-03,@user mexico cantandole a eeuu
00151-04,Es un poeta es un poeta
00151-05,Jajaj sos un capo
00151-06,😉like
00151-07,Valla no encuentro fallas en tu lógica
00151-08,Dejeme estrechar su mano de poeta a poeta 👋W
00151-09,Pablo escobar tuvo que aplicar esa
00151-10,C mamom 😂
00151-11,"Jejejeje quedó bien. 
Pero nada que ver xd"
00151-12,JAJAJA
00151-13,Te hiciste una papa maduro te agradecera en su próximo discurso 👍🏼😎👍🏼s
00151-14,"XD ""y la droga no era mia, ni donde estaba. ni como vendía EL COMPRADOR ERES TU"" XD"
00151-15,Jajajaja
00151-16,Buenisima jaja que imaginacion
00151-17,😆😆😆😆😆😆😆😆_x5f0101__x45006e__x0002_
00151-18,😂😂😂_x0002__x0018_
00151-19,Sito Miñanco agree
00151-20,Moha Ika qjakkssnkaj las weas que salen de Chile.
00151-21,Apaguen los focos que este weon alumbra mucho
00151-22,"Jajajaja en Argentina primavera queman buenas flores
El dto lo hace bien"
00151-23,@user claro la droga y el outerii están bien para los enfermito que les gusta faltar el respeto a las mujeres
00151-24,Puteriio*
00151-25,"Si usted piensa que consumir droga es divertido y por quedar bien lo hace le digo altoke que está siendo un estupido y es una decisión que se ve fácil al principio la pruebo y ya no pasa nada es una decisión muy estúpida. Después no va a haber manera de volver a ser como era su mentalidad va a cambiar para mal, se pondrá agresivo con sus parientes y amigos y hasta podría asesinar a alguien por la abstinencia. Es imposible salir de las drogas a menos que tengas apoyo y dinero y más que nada fuerza de voluntad, pero no sabes cómo sufres tu principalmente por estar controlado por algo que no quieres y no puedes dejar nunca."
00151-26,"@user 1- yo no fumo nada esas cosas matan neuronas 2- yo nunca mencioné las drogas 3- soy Dtoke no altoke (palabra inventada por vos en si 100) y me decís VOS estúpido, jajaja mírate en un espejo y deja de ser tan cínica.
El dto lo hace bien"
00151-27,"@user Las drogas no te hacen violador eso es depende de la persona y sus pensamientos, las drogas tienen efecto dependiendo la persona que la consuma, vos estás muy influenciada con lo que te dicen tus viejos. 
El dto lo hace bien"
00151-28,jjajajajajjajajajajjajaja el comprador eres tu
00151-29,@user Pues es verdad jaja
00151-30,Jajajajaja sos un genio SOS UN GENIO jajajajajajaja
00151-31,Cuando van a sacar esa versión
00151-32,"@user a ver señor detoke jajaja en ningún momento te dije esto pero te respondo yo lo digo para todos los tontos que creen que consumir drogas es divertido. Y altoke se usa en mi país como detoke es lo mismo solo que el tuyo es el nombre de un rapero argentino. Y luego no lo llame estúpido , dije que hacer algo estúpido es estúpido nose si se entiende."
00151-33,"@user y no mezclé eso con las violaciones eso se forma en la mente de personas no educadas que aprenden solo eso en la vida ya que la mayoría de hombres tienen un tema en común de conversación que se trata de las mujeres y su perversión. Ayer nomás escuché a un hombre adulto conociendo a un menor y preguntándole si ya mojó el bizcocho por muy gracioso que les parezca estás dando educación a ese niño , que después criara a sus hijos de la misma manera y después dicen que irresponsable dejar embarazada a un chica y esas cosas. Todo está relacionado con eso. Mentalidad de violador es tener pensamientos morbosos con cualquier mujer ."
00151-34,@user Pero vos te burlaste de mi nombre y eso sí que es un insulto
00151-35,"@user aver che ""violar"" no es por mala educación es una enfermedad mental, hablar de mujeres y perversión de que vas vos si las mujeres también hablan de hombres y sus perversiones no tenes puta idea de sexualidad, lo de el hombre con el menor se hace muy seguido entre hombres pero es entre nosotros, y metalidad de un violador no es solo con mujeres hay algunos que lo hacen con cualquier cosa.
El dto lo hace bien"
00151-36,Wea fome
00151-37,"Ja, ya me río?"
00151-38,"@user no te piques amiga es solo humor
El dto lo hace bien"
00151-39,JAJAJAJA
00151-40,eso es cierto pero de las feministas no si es su culpa por estar en lugarrs oscuros y vestimenta en si tienen en parte culpa
00151-41,@user AJAJAJAJAJAJAJDKSKW ME HICISTE EL DÍA
00151-42,@user ya saltaron los ofendiditos no saben lo que es un maldito chiste
00151-43,@user 😂😂 Cómo que las mujeres no ven porno ni son pervertidas deja de hablar mierdaa
00151-44,"@user no ws que no miren . Es la perversión que hay en ese mundo como la pedofilia, violaciones y promiscuidad."
00151-45,"Zoofilia y todo lo que quieren normalizar. Obviamente todos sentimos deseos sexuales , pero también tenemos razonamiento no somos tontos ni perversos."
00151-46,@user no estoy ofendida solo aclaro cosas que no hacen bien a los demás y no son juego .
00151-47,"@user Si conservas al menos 2 neuronas te darás cuenta que el comentario era en forma de broma, no lo escribio de forma literal"
00151-48,"@user Buenísimo, buenísimo"
00151-49,@user claro y uno tiene que aguantar encima que la traten de estúpida al decir que no tengo dos neuronas por no entender la broma y los que no entienden que a las mujeres se respetan es usted cómo muchos bromitas
00151-50,"@user A continuación paso enlistar lo que ha hecho el Feminazismo por las mujeres
.-
.-
.-
.-
.-"
00151-51,"@user nunca se va a hacer nada si casi todos o se opone , o se burla y la mayoría son hombres. Solo falta que más personas abran los ojos y se den cuenta como se fomenta la falta de respeto hacia las mujeres y no es hacerse la Víctima se trata de cultura y educación de la cual muy pocos se preocupan ."
00151-52,@user Ya mejor retirese FEMINISTE que no quiero humillarla
00151-53,@user tu no tienes porque tacharme y menos darme órdenes . Ni siquiera me conoces
00151-54,"@user Y doy gracias al cielo que no te conozco.
No quiero destrozarte con verdaderos argumentos, te estoy dando la oportunidad de que te retires y no quedes en vergüenza"
00151-55,"@user yo lo único que respondo son tus insultos y nunca te falte al respeto , pero me doy cuenta que no tienes educación y vienes a darte las de experto en un tema tan delicado como el abuso ahacia las mujeres."
00151-56,"@user En serio ustedes no entienden, que quede claro, yo te lo advertí.
*Tengo unas pequeñas cuestiones
¿Que hicieron en 2016 cuando Solsiret Rodríguez fue asesinada y descuartizada por una feminista militante de ni una menos? Las feministas negaron que la asesina no era parte de su colectivo, e incluso algunos medios dijeron que murió por violencia machista.
¿Que hicieron en 2017 en Argentina cuando Jorgelina Domínguez Reyes militante feminista disparo y asesino a una niña de 13 años? Las feministas dijeron que fue por culpa de un sistema macho y no se volvió a hablar del tema.
No las veo hablando de que Julie Bindel, militante feminista inglesa, digo abiertamente que si por ella fuera, pondría a los hombres en un campo de concentración.
¿Que hicieron este 2020 en Argentina cuando Leticia Lorenzo (jueza feminista), dejo en supuesta prisión domiciliaria (por qué ni siquiera le puso tobillera electrónica) a Ramón Eugenio Llul quien había abusado sexualmente de su nieta desde los 7 a los 11 años? Nada, ni una palabra y encima el pedófilo vivirá con 5 menores.
Si quieres le sigo.*
El movimiento feminista actual no sirve para nada (más que para hacer memes) y hay que decirlo asi, desde que en España y Argentina se dió parte del erario público a ese movimiento, los femicidios aumentaron. Y hay otra cara de la moneda que el Feminismo no te cuenta, siempre mueren más hombres que mujeres.
La INEGI registro en el 2018 aquí en México, 3,752 femicidios no obstante también registro 32,765 homicidios, su excusa de que *nos matan por ser mujeres* es totalmente una falacia, yo no veo a un tipo saliendo a la calle diciendo *voy a matar a una mujer por qué es mujer*. El 80% de los violadores proviene de un hogar sin figura paterna. ¿Donde esta el hecho de que el patriarcado es el culpable de las violaciones?
Las personas que más se suicidan en el mundo son hombres.
El 80% de las personas que viven en la calle son hombres.
Casi el 100% de las personas que han muerto en las guerras son hombres.
Quienes más tienen problemas en las escuelas son hombres.
La violencia no tiene genero, ¿el asesinato de la niña Fátima aquí en México se puede tomar como violencia de género? No, una mujer y un hombre fueron los culpables.
Explícame una cosa ¿Exactamente como vandalizar y quemar iglesias va a detener los femicidios? Un loco no va a dejar de violar por un supuesto himno que ha banalizado el concepto de violación, ¿violación visual? ¿Es enserio?, *El estado OPRESOR es un macho violador, el Presidente, los jueces* a este paso cualquier cosa va a ser un violador.
El Estado se compone por Poder, población y territorio así que se estarían diciendo así mismas violadoras.
Preséntame las propuestas que tienen las feministas para acabar con los homicidios y violaciónes (Y no hablo de golpear a mujeres policías) ¿Dejar encerrado de por vida al tipo? Perfecto, vamos a debatir sobre eso.
Además en México no solo hay un problema de violencia si no de impunidad, ¿Cuáles son sus propuestas para acabar con la impunidad?
El patriarcado se define como una nación completamos gobernada por hombres dónde la mujer no tiene participación alguna, dime ¿A ti que te impide ser doctora?. El patriarcado es una realidad si, pero lo es en Israel y sus países vecinos, Korea del Norte si es una sociedad patriarcal, y no veo que hagan algo por las mujeres de esos países.
*¿Alguna duda?*"
