id,comment,comment_cleaned_with_stop_Words,comment_cleaned_w/o_stopWords,type_comment,related_video
43,"Se quejan porque dicen que no pueden salir a la calle desnudas porque les dicen algo , no salen porque obviamente a nadie le gustaria estar desnudo en la calle 🙄_x6e656d61_",se quejan porque dicen que no pueden salir a la calle desnudas porque les dicen algo no salen porque obviamente a nadie le gustaria estar desnudo en la calle xseiseseiscientos cincuenta y seisdsesenta y uno,quejan dicen pueden salir calle desnudas dicen salen obviamente nadie gustaria desnudo calle,Opinion about the video or content,yes
44,"Pero que paranoias se están montando, quien coño va a violar a esos crakos?",pero que paranoias se están montando quien coño va a violar a esos crakos,paranoias montando coño va violar crakos,Opinion about the video or content,yes
45,Levantar el puño como hacen en el vídeo es un signo comunista de la URSS,levantar el puño como hacen en el vídeo es un signo comunista de la urss,levantar puño hacen vídeo signo comunista urss,Opinion about the video or content,yes
46,Jajajaaj pinches mamadas,jajajaaj pinches mamadas,jajajaaj pinches mamadas,Evaluation of the interlocutor,no
47,Q estupido eso como quieren respeto si ofenden eso nos deja peor,q estupido eso como quieren respeto si ofenden eso nos deja peor,q estupido quieren respeto si ofenden deja peor,Opinion about the video or content,yes
48,"aun pienso en el guerrero dragon y sus palabras llenas de sabiduria "" a la casa que hay que hacer la cena """,aun pienso en el guerrero dragon y sus palabras llenas de sabiduria a la casa que hay que hacer la cena,aun pienso guerrero dragon palabras llenas sabiduria casa hacer cena,Opinion about the video or content,yes
49,Ay que pena...,ay que pena,ay pena,Evaluation of the interlocutor,no
50,"NO MAMEN 
jajjajajjajajjaajjajjajajja","no mamen 
jajjajajjajajjaajjajjajajja",mamen jajjajajjajajjaajjajjajajja,Evaluation of the interlocutor,no
51,"Por que soy violador?, con que pruebas, fuentes me lo dicen...",por que soy violador con que pruebas fuentes me lo dicen,violador pruebas fuentes dicen,Opinion about the video or content,yes
52,"El violador eres tu 😂😂😂😂
Pinches morras mamonassis","el violador eres tu 
pinches morras mamonassis",violador pinches morras mamonassis,Opinion about the video or content,yes
53,a los violadores les importa un carajo tu tema del verano.. mientras ustedes siguen acusando a inocentes a los violadores se les da la libertad...,a los violadores les importa un carajo tu tema del verano mientras ustedes siguen acusando a inocentes a los violadores se les da la libertad,violadores importa carajo tema verano mientras ustedes siguen acusando inocentes violadores da libertad,Opinion about the video or content,yes
54,No me quedo claro quien es el violador.,no me quedo claro quien es el violador,quedo claro violador,Opinion about the video or content,yes
00054-01,Eres Tú!!,eres tú,eres tú,Personal exchange,no
00054-02,@user Yo?,@user yo,@user yo,Personal exchange,no
00054-03,@user si vos,@user si vos,@user si vos,Personal exchange,no
00054-04,@user no tú,@user no tú,@user no tú,Personal exchange,no
00054-05,No el.,no el,no el.,Personal exchange,no
00054-06,"@user *introduzca a burro gritando ""BURRO"" * :D",@user introduzca a burro gritando burro d,@user introduzca burro gritando burro ,Other topic,no
00054-07,"Todos, ''El estado opresor és un macho violador'', el estado se conforma por sus instituciones, su territorio y su población.",todos el estado opresor és un macho violador el estado se conforma por sus instituciones su territorio y su población,opresor és macho violador conforma instituciones territorio población,Opinion about the video or content,yes
00054-08,@user jajajaj hay unos comentarios súper buenos y este contenido merece saberlo,@user jajajaj hay unos comentarios súper buenos y este contenido merece saberlo,@user jajajaj comentarios súper buenos contenido merece saberlo,Personal exchange,no
00054-09,Tu,tu,tu,Personal exchange,no
00054-10,Ami tampoco me quedo muy claro yo soy el violador o quien?,ami tampoco me quedo muy claro yo soy el violador o quien,ami tampoco quedo claro violador,Opinion about the video or content,yes
00054-11,@user yo creo que el violador no es el ni el otro no ese que apunta al otro y después el otro dijo a ti que eres el violador pero tú no eres el violador el violador eres tú y todos pues creo que no porque el primero dijo que el violador eras tú el otro y luego el 5 pero el violador eres tú,@user yo creo que el violador no es el ni el otro no ese que apunta al otro y después el otro dijo a ti que eres el violador pero tú no eres el violador el violador eres tú y todos pues creo que no porque el primero dijo que el violador eras tú el otro y luego el cinco pero el violador eres tú,@user creo violador apunta después dijo violador violador violador pues creo primero dijo violador luego cinco violador,Opinion about the video or content,yes
00054-12,Yo khe,yo khe,khe,Personal exchange,no
00054-13,@user me confundiste mas de lo que estaba compa,@user me confundiste mas de lo que estaba compa,@user confundiste mas compa,Personal exchange,no
00054-14,El violador eres tu,el violador eres tu,violador,Personal exchange,no
00054-15,@user es que lo hecho pa que te confundas 😂Ā,@user es que lo hecho pa que te confundas ā,@user hecho pa confundas ,Personal exchange,no
00054-16,@user XD tremenda pelotudez,@user tremenda pelotudez,@user tremenda pelotudez,Evaluation of the interlocutor,no
00054-17,"@user aqui podemos observar a un peculiar caso de ignorancia, al parecer no tuvo padre y no sabe la palabra coherencia",@user aqui podemos observar a un peculiar caso de ignorancia al parecer no tuvo padre y no sabe la palabra coherencia,@user aqui podemos observar peculiar caso ignorancia parecer padre sabe palabra coherencia,Evaluation of the interlocutor,no
00054-18,@user jaja nadie te pregunto,@user jaja nadie te pregunto,@user jaja nadie pregunto,Personal exchange,no
00054-19,@user no soy yo... eres tú tonces.,@user no soy yo eres tú tonces,@user tonces,Personal exchange,no
00054-20,@user A ver en la cancion ellas claramente dicen que eres TU entonces no soy yo. Eres TU.,@user a ver en la cancion ellas claramente dicen que eres tu entonces no soy yo eres tu,@user ver cancion claramente dicen entonces,Personal exchange,no
00054-21,"@user acabo se escuchar el audio para verificar... y lo que dicen es que eres TU, no que soy yo... 😕_x40000000_",@user acabo se escuchar el audio para verificar y lo que dicen es que eres tu no que soy yo xcuarenta,@user acabo escuchar audio verificar dicen ,Personal exchange,no
00054-22,@user No tiene sentido. El audio dice que eres TU. Yo jamas violaria a nadie. Ademas son case todas inviolables😬r,@user no tiene sentido el audio dice que eres tu yo jamas violaria a nadie ademas son case todas inviolablesr,@user audio dice jamas violaria nadie ademas case todas inviolablesr,Opinion about the video or content,yes
00054-23,@user no he dicho que tenga sentido que seas violador... coincido contigo en que no lo tiene.,@user no he dicho que tenga sentido que seas violador coincido contigo en que no lo tiene,@user dicho violador coincido contigo,Personal exchange,no
00054-24,"Nos dan a entender que nosotros los hombres somos los violadores, el Gobierno, pero a mi me viene valiendo vrga eso. saludos",nos dan a entender que nosotros los hombres somos los violadores el gobierno pero a mi me viene valiendo vrga eso saludos,dan entender hombres violadores gobierno viene valiendo vrga saludos,Opinion about the video or content,yes
00054-25,@user Noooo ahora usted ha entorpecido el chiste😐,@user no ahora usted ha entorpecido el chiste,@user ahora usted entorpecido chiste,Personal exchange,no
00054-26,@user yo creo que todo quedó bien... a mí me luce todo muy grscioso 🙄,@user yo creo que todo quedó bien a mí me luce todo muy grscioso,@user creo quedó bien luce grscioso,Opinion about the video or content,yes
55,Vergüenza dan todas esas marchas para legalizar el aborto imagínate cuando sea legal cuántos niños inocentes muertos todo por qué le hacer pelotudeces te gusta cojer bancatela no tiene la culpa el bebé que está entuvientre,vergüenza dan todas esas marchas para legalizar el aborto imagínate cuando sea legal cuántos niños inocentes muertos todo por qué le hacer pelotudeces te gusta cojer bancatela no tiene la culpa el bebé que está entuvientre,vergüenza dan todas marchas legalizar aborto imagínate legal cuántos niños inocentes muertos hacer pelotudeces gusta cojer bancatela culpa bebé entuvientre,Opinion about the video or content,yes
00055-2,Cachai que hoy día agrario a un evangélico y le quemaron la biblia,cachai que hoy día agrario a un evangélico y le quemaron la biblia,cachai hoy día agrario evangélico quemaron biblia,Other topic,no
56,Y porque la culpa la tienen todos los hombres? Y los homosexuales o Lo transexuales o los asexuales?,y porque la culpa la tienen todos los hombres y los homosexuales o lo transexuales o los asexuales,culpa hombres homosexuales transexuales asexuales,Opinion about the video or content,yes
00056-1,Porque la culpa no era mía no dónde estaba ni como vestia,porque la culpa no era mía no dónde estaba ni como vestia,culpa dónde vestia,Opinion about the video or content,yes
57,"@user lowen:
""El narcisismo la enfermedad de nuestro tiempo""","@user lowen
el narcisismo la enfermedad de nuestro tiempo",@user lowen narcisismo enfermedad tiempo,Other topic,no
00057-1,Que tiene que ver el narcisismo con esto ?,que tiene que ver el narcisismo con esto,ver narcisismo,Personal exchange,no
00057-2,"@user serán porque matan a una cada 14 hras o menos ? Digo...hacer no, lo son.",@user serán porque matan a una cada catorce hras o menos digohacer no lo son,@user matan cada catorce hras menos digohacer,Opinion about the video or content,yes
00057-3,"@user en Argentina a femicidio TODOS los días y los hombres se matan entre ellos en su mayoría...fijensen en ese pequeño detalle .
Informate un poco.","@user en argentina a femicidio todos los días y los hombres se matan entre ellos en su mayoríafijensen en ese pequeño detalle 
informate un poco",@user argentina femicidio días hombres matan mayoríafijensen pequeño detalle informate,Opinion about the video or content,yes
00057-4,"@user :v te matan por ser mujer y justificas tu mrda ? En serio ? La mayoría de asesinos son hombres , violentos , encima no sólo te matan , te hacen mas atrocidades...
Asi que desde ya se sabe el problema es el machismo y su justificación , como la tuya y deja de victimizarte que la lagrimas de machitos dan pena.
Saludos.","@user te matan por ser mujer y justificas tu mrda en serio la mayoría de asesinos son hombres violentos encima no sólo te matan te hacen mas atrocidades
asi que desde ya se sabe el problema es el machismo y su justificación como la tuya y deja de victimizarte que la lagrimas de machitos dan pena
saludos",@user matan ser mujer justificas mrda serio mayoría asesinos hombres violentos encima sólo matan hacen mas atrocidades asi sabe problema machismo justificación deja victimizarte lagrimas machitos dan pena saludos,Opinion about the video or content,yes
