id,comment,comment_cleaned_w_stopWords,comment_cleaned_w/o_stopWords,corpus_name,gold_labels,predictions
00151-64,"@user Por una Maldita vez en tu vida piensa, el comentario no fue escrito de forma literal",@user por una maldita vez en tu vida piensa el comentario no fue escrito de forma literal,"@user Por Maldita vez vida piensa, comentario escrito forma literal",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00151-65,"@user tranquilo viejo , lo que digo es solo para los que quieran tomar conciencia. No para los necios y estúpidos.",@user tranquilo viejo lo que digo es solo para los que quieran tomar conciencia no para los necios y estúpidos,"@user tranquilo viejo , digo solo quieran tomar conciencia. No necios estúpidos.",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00151-66,@user No creo que nadie sea tan estúpido (como *TÚ* comprenderás) como para no darse cuenta que el comentario es una broma,@user no creo que nadie sea tan estúpido como tú comprenderás como para no darse cuenta que el comentario es una broma,@user No creo tan estúpido (como *TÚ* comprenderás) darse cuenta comentario broma,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00151-67,"@user a ver ya me tienes harta con tus insultos. Ni siquiera sabes quién soy . Ya dije que se que es una broma y solo digo lo que digo para que no caigan en esa estupidez eso es todo . No hablo contigo , eres un grosero y no responderé más porque en ningún momento e hablado contigo y si te respondo es porque me insultas y no te pones en el lugar de nadie y opinas.",@user a ver ya me tienes harta con tus insultos ni siquiera sabes quién soy ya dije que se que es una broma y solo digo lo que digo para que no caigan en esa estupidez eso es todo no hablo contigo eres un grosero y no responderé más porque en ningún momento e hablado contigo y si te respondo es porque me insultas y no te pones en el lugar de nadie y opinas,"@user ver harta insultos. Ni siquiera sabes quién . Ya dije broma solo digo digo caigan estupidez . No hablo contigo , grosero responderé ningún momento hablado contigo respondo insultas pones lugar opinas.",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00151-68,"@user Yo en ningún momento te insulte, que tus dos neuronas (si es que tienes) no lo entiendan es otra cosa",@user yo en ningún momento te insulte que tus dos neuronas si es que tienes no lo entiendan es otra cosa,"@user Yo ningún momento insulte, dos neuronas (si tienes) entiendan cosa",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00151-69,"@user eso es insultar , me estás tratando de estúpida y dos neuronas mejor aprende a respetar primero si vas a opinar en temas delicados.",@user eso es insultar me estás tratando de estúpida y dos neuronas mejor aprende a respetar primero si vas a opinar en temas delicados,"@user insultar , tratando estúpida dos neuronas mejor aprende respetar primero vas opinar temas delicados.",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
152,"Yo digo que la reyna Elizabeth debe tomar su trono y conquistar el mundo con sus más de 20 países conquistados ya y empezar a poner orden desde la monarquía. Y cortar cabezas (literal).

-(No literal)","yo digo que la reyna elizabeth debe tomar su trono y conquistar el mundo con sus más de veinte países conquistados ya y empezar a poner orden desde la monarquía y cortar cabezas literal

no literal",Yo digo reyna Elizabeth debe tomar trono conquistar mundo 20 países conquistados empezar poner orden monarquía. Y cortar cabezas (literal). -(No literal),El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00156-3,Y la paga del estado de 24 meses. Que no se te olvide mencionarla.,y la paga del estado de veinticuatro meses que no se te olvide mencionarla,Y paga 24 meses. Que olvide mencionarla.,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00156-4,"Deberían estar en la cárcel, eso es un delito",deberían estar en la cárcel eso es un delito,"Deberían cárcel, delito",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00161-2,"Gracias por enseñar y hacer entender mejor el contexto!!, apoyo ese mensaje.",gracias por enseñar y hacer entender mejor el contexto apoyo ese mensaje,"Gracias enseñar hacer entender mejor contexto!!, apoyo mensaje.",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-01,explicate,explicate,explicate,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-03,No te conozco pero te amo. 😍😍😍😍😍_x300030__x300030__x300030__x300000__x300030_,no te conozco pero te amo xtres mil treintaxtres mil treintaxtres mil treintaxtreintaxtres mil treinta,No conozco amo. 😍😍😍😍😍_x300030__x300030__x300030__x300000__x300030_,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-06,@user Jajajajajajajajaja,@user jajajajajajajajaja,@user Jajajajajajajajaja,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-08,Bravo demuestrales las cosas como son,bravo demuestrales las cosas como son,Bravo demuestrales cosas,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-10,@user No necesariamente.,@user no necesariamente,@user No necesariamente.,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-15,Sos re pelotuda amiga,sos re pelotuda amiga,Sos re pelotuda amiga,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-16,Jajajaja y eso les dan derecho a romper toda las casas de los demás no que viva total yo salgo de mí casa le rompo las ventanas a mis vecino pinto las Paredes hago mucho Quilombo y todo se resuelve si digo quiero igualdad,jajajaja y eso les dan derecho a romper toda las casas de los demás no que viva total yo salgo de mí casa le rompo las ventanas a mis vecino pinto las paredes hago mucho quilombo y todo se resuelve si digo quiero igualdad,Jajajaja dan derecho romper toda casas demás viva total salgo casa rompo ventanas vecino pinto Paredes hago Quilombo resuelve digo quiero igualdad,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,yes
00167-17,@user pero dice la verdad,@user pero dice la verdad,@user dice verdad,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-18,"@user :D no somos manager para representarte,, amix😬Q",@user d no somos manager para representarte amixq,"@user :D manager representarte,, amix😬Q",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-20,Heroína!!!,heroína,Heroína!!!,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-21,@user que miles de hombres?jajajajjjjjajjajajdjda,@user que miles de hombresjajajajajjajajdjda,@user miles hombres?jajajajjjjjajjajajdjda,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-23,tacos de lechuga,tacos de lechuga,tacos lechuga,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-24,@user por qué no le respondes a mohamed?,@user por qué no le respondes a mohamed,@user respondes mohamed?,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-26,@user tu callate,@user tu callate,@user callate,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-28,"@user yapo, que esti bien",@user yapo que esti bien,"@user yapo, esti bien",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-30,@user dejes de hacerte la victima,@user dejes de hacerte la victima,@user dejes hacerte victima,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-34,@user no generaliza,@user no generaliza,@user generaliza,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-35,Callao,callao,Callao,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-36,@user q,@user q,@user,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-37,@user ?,@user,@user ?,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-39,Casi te pregunto,casi te pregunto,Casi pregunto,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-44,@user eres tonto o te haces?,@user eres tonto o te haces,@user tonto haces?,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00167-49,"@user en ningún momento he dicho que sean feministas y si, son misandricas. 
Y llevo bastante tiempo viendo esto en mi instituto y también veo videos en decisión propia sobre esto. No creo que necesitabas insultarme por dar mi opinión.","@user en ningún momento he dicho que sean feministas y si son misandricas 
y llevo bastante tiempo viendo esto en mi instituto y también veo videos en decisión propia sobre esto no creo que necesitabas insultarme por dar mi opinión","@user ningún momento dicho feministas si, misandricas. Y llevo bastante tiempo viendo instituto veo videos decisión propia esto. No creo necesitabas insultarme dar opinión.",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,yes
173,"Alguien pa un pvp en maicraft
O pa fornait","alguien pa un pvp en maicraft
o pa fornait",Alguien pa pvp maicraft O pa fornait,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
175,"Alguien pasa la base, pa hacer unas batallas chidas",alguien pasa la base pa hacer unas batallas chidas,"Alguien pasa base, pa hacer batallas chidas",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
177,jajaja como me descubrieron ok no,jajaja como me descubrieron ok no,jajaja descubrieron,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
181,Cuanto Machirulo exponiendo sus miserables pensamientos en éste canal!! Que Notable tanto Horror.,cuanto machirulo exponiendo sus miserables pensamientos en éste canal que notable tanto horror,Cuanto Machirulo exponiendo miserables pensamientos éste canal!! Que Notable Horror.,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00181-06,"@user a mi me parece que no tienen bien claro, a menos que su propósito sea malo ahí si.",@user a mi me parece que no tienen bien claro a menos que su propósito sea malo ahí si,"@user parece bien claro, menos propósito malo si.",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00181-07,"@user Tenemos Bien Claro nuestro Propósito, lo que vos entiendas o no es tu problema.",@user tenemos bien claro nuestro propósito lo que vos entiendas o no es tu problema,"@user Tenemos Bien Claro Propósito, vos entiendas problema.",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00181-08,@user ¿y si lo que ustedes entienden resulta ser que no es lo correcto? Las guerras siempre existieron el problema seria saber de que lado estar.,@user y si lo que ustedes entienden resulta ser que no es lo correcto las guerras siempre existieron el problema seria saber de que lado estar,@user ¿y ustedes entienden resulta ser correcto? Las guerras siempre existieron problema seria saber lado estar.,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00181-09,"@user Acá No hay guerras, la muertas están de un sólo lado! 
A ver si comenzas a ser conciente de la realidad.","@user acá no hay guerras la muertas están de un sólo lado 
a ver si comenzas a ser conciente de la realidad","@user Acá No guerras, muertas sólo lado! A ver comenzas ser conciente realidad.",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00183-3,@user por eso se refieren a los malos entiendes ??,@user por eso se refieren a los malos entiendes,@user refieren malos entiendes ??,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
189,Si pero sin desmadres,si pero sin desmadres,Si desmadres,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00191-1,Lmao,lmao,Lmao,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00194-1,Valla a primero básico a aprender a escribir bien :),valla a primero básico a aprender a escribir bien,Valla primero básico aprender escribir bien :),El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00194-2,vaya a kinder a aprender a escribir bien,vaya a kinder a aprender a escribir bien,vaya kinder aprender escribir bien,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00194-3,@user en que año te quedaste?,@user en que año te quedaste,@user año quedaste?,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00194-4,@user Jaja en el siglo XXI no como tu en los 60,@user jaja en el siglo xxi no como tu en los sesenta,@user Jaja siglo XXI 60,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00194-5,@user por que dices que me quede en los 60,@user por que dices que me quede en los sesenta,@user dices quede 60,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00194-8,"@user Primero no soy, aprende a escribir primero y después comentas :)",@user primero no soy aprende a escribir primero y después comentas,"@user Primero soy, aprende escribir primero después comentas :)",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00198-2,@user Si se pierdes tiempo en comentar weas,@user si se pierdes tiempo en comentar weas,@user Si pierdes tiempo comentar weas,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00200-1,Me mame,me mame,Me mame,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00206-1,Si tu haces eso sigue haciéndolo y no te metas a internet,si tu haces eso sigue haciéndolo y no te metas a internet,Si haces sigue haciéndolo metas internet,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00207-2,@user wtf,@user wtf,@user wtf,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
209,Ahora no pueden manifestarse por Coronavirus,ahora no pueden manifestarse por coronavirus,Ahora pueden manifestarse Coronavirus,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00215-1,Pues quejate por eso y arma tu manifestación,pues quejate por eso y arma tu manifestación,Pues quejate arma manifestación,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00215-2,"Nada, literalmente no les importa, solo cuando les conviene",nada literalmente no les importa solo cuando les conviene,"Nada, literalmente importa, solo conviene",El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00220-1,Tu tienes las manos quemadas o que?,tu tienes las manos quemadas o que,Tu manos quemadas que?,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00220-2,@user era broma? xd,@user era broma,@user broma? xd,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00221-1,Me has hecho la noche x'D,me has hecho la noche,Me hecho noche x'D,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00221-2,Jdr no quiero aparecer muerto en un río bro,jdr no quiero aparecer muerto en un río bro,Jdr quiero aparecer muerto río bro,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
00221-4,No me quiero ir Don macho,no me quiero ir don macho,No quiero ir Don macho,El violador eres ..r en tu camino -  Comentarios 1 - 1000,no,no
